ticket_id,prioridad_num,usuarios_afectados,nivel_soporte_final,tickets_abiertos_tecnico,num_reasignaciones,tiempo_primera_respuesta_min,tiempo_resolucion_horas,num_reaperturas,costo_resolucion_usd,sla_cumplido,satisfaccion_cliente,canal_ingreso_Chat,canal_ingreso_Correo Electrónico,canal_ingreso_Desconocido,canal_ingreso_Llamada Telefónica,canal_ingreso_Portal Web,canal_ingreso_Presencial,departamento_solicitante_Atención al Cliente,departamento_solicitante_Finanzas,departamento_solicitante_Legal,departamento_solicitante_Marketing,departamento_solicitante_Operaciones,departamento_solicitante_Recursos Humanos,departamento_solicitante_TI,departamento_solicitante_Ventas,ubicacion_usuario_Desconocido,ubicacion_usuario_Remoto,ubicacion_usuario_Sede Central,ubicacion_usuario_Sucursal Norte,ubicacion_usuario_Sucursal Sur,categoria_Accesos y Contraseñas,categoria_Correo y Office 365,categoria_ERP,categoria_Hardware,categoria_Impresoras,categoria_Redes,categoria_Seguridad,categoria_Software,tecnico_asignado_Ana Torres,tecnico_asignado_Andrés Gómez,tecnico_asignado_Carlos Ruiz,tecnico_asignado_Elena Díaz,tecnico_asignado_Jorge Soto,tecnico_asignado_Luis Pérez,tecnico_asignado_María López,tecnico_asignado_Sofía Vargas
TK-000011,0.9122248853526816,0.4496224730068912,1.9985449259574197,-0.9827315496694004,4.1989315459531396,-0.618659529624459,1.8638711226177407,2.407597452307112,2.094557223650061,-1.6995672507795123,-0.2370596082063437,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
TK-000012,0.9122248853526816,-0.6025405242859445,-0.7628297558490323,-0.5720336811720539,-0.6111166194092976,-0.5950247142743686,-0.9280638757944777,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TK-000013,1.9717195257158426,4.429275380612609,0.6178575850541936,-0.36668474692338066,1.312902646735677,-1.9293428850507748,0.10657868231580542,-0.38584411672216956,-0.007683075975338251,-1.6995672507795123,0.9141809010919673,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TK-000014,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-0.16133581267470742,-0.6111166194092976,-0.006514464874173804,-0.8443850210801465,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TK-000015,-0.1472697550104794,-0.6025405242859445,0.6178575850541936,0.6600599243199855,1.312902646735677,0.43917910851890146,1.4428639364009763,1.0108766677924714,0.9217341702813071,-1.6995672507795123,-2.5395406268029657,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TK-000016,-0.1472697550104794,-0.6025405242859445,0.6178575850541936,-0.9827315496694004,0.3508930136631898,0.1986400995573063,-1.2527483754378703,-0.38584411672216956,-0.5612169489458464,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TK-000017,-0.1472697550104794,-0.6025405242859445,0.6178575850541936,-0.36668474692338066,3.236921912880652,-0.1774620088463875,0.17533280866447223,2.407597452307112,0.47434737680906475,0.5883850724596785,-1.3883001175046548,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
TK-000018,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,-0.16133581267470742,-0.6111166194092976,0.5323475596085705,-1.4206090711361026,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TK-000019,0.9122248853526816,0.4496224730068912,0.6178575850541936,-0.16133581267470742,-0.6111166194092976,-0.6995147839004419,1.2351975753650235,-0.38584411672216956,0.7527392832982683,-1.6995672507795123,-0.2370596082063437,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
TK-000020,-1.2067643953736404,-0.6025405242859445,0.6178575850541936,-0.7773826154207271,-0.6111166194092976,0.7902826468315572,-1.410772755138647,-0.38584411672216956,-0.8151949609316439,0.5883850724596785,0.9141809010919673,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TK-000021,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-1.3934294181667468,-0.6111166194092976,0.6902254033753419,-1.0564305366976225,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TK-000022,0.9122248853526816,-0.1369509809188924,1.9985449259574197,-0.36668474692338066,1.312902646735677,-0.3525079769251622,0.22935946811370617,-0.38584411672216956,1.1059534764519896,-1.6995672507795123,-0.2370596082063437,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
TK-000023,0.9122248853526816,0.6589796006022512,0.6178575850541936,0.044013121573965794,-0.6111166194092976,-0.618659529624459,-0.026231189002125642,-0.38584411672216956,-0.44128575298582984,0.5883850724596785,-0.2370596082063437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TK-000024,-0.1472697550104794,-0.1369509809188924,1.9985449259574197,-1.59877835241542,2.2749122798081647,-0.14601402824734716,0.13589258390982722,-0.38584411672216956,0.24609735517238882,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TK-000025,1.9717195257158426,1.7852512202774862,0.6178575850541936,0.8654088585686587,-0.6111166194092976,-0.747575189818416,-0.7369501338151495,-0.38584411672216956,-0.6951078288974588,0.5883850724596785,0.9141809010919673,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TK-000026,0.9122248853526816,-0.1369509809188924,0.6178575850541936,-0.16133581267470742,-0.6111166194092976,-1.1786381605071559,1.3179656174260692,-0.38584411672216956,1.320448976309451,-1.6995672507795123,-0.2370596082063437,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TK-000027,-0.1472697550104794,-0.6025405242859445,0.6178575850541936,-0.36668474692338066,-0.6111166194092976,0.17762528820102325,1.028916213577393,-0.38584411672216956,2.028213163172277,0.5883850724596785,0.9141809010919673,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TK-000028,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,-1.3934294181667468,0.3508930136631898,-0.005200506554160787,0.5574413082766284,-0.38584411672216956,0.5065401299385306,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TK-000029,0.9122248853526816,-0.1369509809188924,-0.7628297558490323,-0.36668474692338066,-0.6111166194092976,-1.055799789657735,0.8908448352816773,-0.38584411672216956,-0.23978007979898752,-1.6995672507795123,-0.2370596082063437,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
TK-000030,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,1.6868045955633517,-0.6111166194092976,1.829960294498536,-0.42783071739801004,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TK-000031,0.9122248853526816,0.6589796006022512,-0.7628297558490323,0.044013121573965794,0.3508930136631898,-1.1685465432585862,0.059806200821557215,-0.38584411672216956,-0.6412278356343328,0.5883850724596785,-0.2370596082063437,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TK-000032,-0.1472697550104794,-0.6025405242859445,0.6178575850541936,1.4814556613146783,0.3508930136631898,0.3873021964028036,0.984258816785724,-0.38584411672216956,1.2926018572512261,0.5883850724596785,0.9141809010919673,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TK-000033,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,0.249362055822639,-0.6111166194092976,1.712010107316253,-0.6089598547312134,-0.38584411672216956,-0.9495147384729382,0.5883850724596785,-0.2370596082063437,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
TK-000034,-0.1472697550104794,-0.6025405242859445,0.6178575850541936,-0.7773826154207271,-0.6111166194092976,1.2186790225858464,0.40923581864795794,-0.38584411672216956,0.8534475772187978,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
TK-000035,0.9122248853526816,0.19339005723519906,-0.7628297558490323,1.892153529812025,0.3508930136631898,-0.4856378414808879,0.7545268453865723,-0.38584411672216956,0.28429375726816797,-1.6995672507795123,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
TK-000036,1.9717195257158426,0.19339005723519906,-0.7628297558490323,-0.7773826154207271,-0.6111166194092976,-1.358451674861247,0.8990135955008155,-0.38584411672216956,0.458255203215338,-1.6995672507795123,-1.3883001175046548,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
TK-000037,-0.1472697550104794,-0.6025405242859445,0.6178575850541936,0.45471099007131227,0.3508930136631898,0.40302939529498233,-0.1311725510359628,-0.38584411672216956,0.02007864427328988,0.5883850724596785,-0.2370596082063437,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TK-000038,-1.2067643953736404,-0.1369509809188924,-0.7628297558490323,1.6868045955633517,-0.6111166194092976,1.2950210468710577,-0.052068751528891205,-0.38584411672216956,-0.2574167086639558,0.5883850724596785,0.9141809010919673,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
TK-000039,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,-0.16133581267470742,-0.6111166194092976,0.5223964511879836,-1.386599791285853,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TK-000040,0.9122248853526816,-0.1369509809188924,-0.7628297558490323,-0.16133581267470742,-0.6111166194092976,-1.9662790680200328,0.07418038302179668,-0.38584411672216956,-0.47798617903223306,-1.6995672507795123,-1.3883001175046548,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
TK-000041,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-0.5720336811720539,-0.6111166194092976,0.8481620436398697,-0.8037193248383221,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,2.0654214103902784,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TK-000042,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,-0.36668474692338066,-0.6111166194092976,-0.3198268660133604,0.10870146047372281,-0.38584411672216956,0.9088695047193276,0.5883850724596785,0.9141809010919673,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
TK-000043,-1.2067643953736404,0.19339005723519906,-0.7628297558490323,0.249362055822639,-0.6111166194092976,0.28924836244967117,-0.02259435833933732,-0.38584411672216956,-1.0526469917165273,0.5883850724596785,0.9141809010919673,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
TK-000044,0.9122248853526816,0.6589796006022512,1.9985449259574197,-1.59877835241542,1.312902646735677,-0.33313508983446266,1.637783394070557,3.804318236821753,2.485984680638216,-1.6995672507795123,-1.3883001175046548,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TK-000045,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,2.0975024640606983,-0.6111166194092976,-0.12165118483145192,-0.9493639829762204,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
TK-000046,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,-1.3934294181667468,-0.6111166194092976,0.452453121830722,0.7861197863348767,1.0108766677924714,0.6472297925737436,0.5883850724596785,-0.2370596082063437,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TK-000047,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-2.0094762209127666,-0.6111166194092976,0.3729847652624982,-0.8527217955964315,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,0.9141809010919673,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TK-000048,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,-0.5720336811720539,0.3508930136631898,-0.569497306175093,1.0447452580438938,-0.38584411672216956,0.8819070194844079,0.5883850724596785,2.0654214103902784,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
TK-000049,0.9122248853526816,0.19339005723519906,0.6178575850541936,-0.9827315496694004,0.3508930136631898,-0.29015323006628857,0.186179623907973,2.407597452307112,0.7765973324906815,-1.6995672507795123,-2.5395406268029657,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TK-000050,0.9122248853526816,0.4496224730068912,0.6178575850541936,0.044013121573965794,-0.6111166194092976,-1.183728317647646,0.04747884829390083,-0.38584411672216956,0.20639467600900105,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
TK-000051,-0.1472697550104794,-0.6025405242859445,1.9985449259574197,-2.0094762209127666,-0.6111166194092976,0.03457577988355085,0.7439550647534616,-0.38584411672216956,0.7012815093543469,0.5883850724596785,0.9141809010919673,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TK-000052,0.9122248853526816,0.6589796006022512,1.9985449259574197,-0.36668474692338066,0.3508930136631898,-1.2149126055071904,0.23591080471370762,-0.38584411672216956,0.744883804657716,-1.6995672507795123,-0.2370596082063437,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
TK-000053,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,0.6600599243199855,1.312902646735677,0.922037820364084,-0.7984208600127468,-0.38584411672216956,-0.5612169489458464,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TK-000054,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-0.36668474692338066,-0.6111166194092976,1.0632634221457415,-0.357592301034347,-0.38584411672216956,-0.61559409477735,0.5883850724596785,-0.2370596082063437,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TK-000055,1.9717195257158426,1.7111425978950872,-0.7628297558490323,2.5082003325580446,0.3508930136631898,-1.0781112833179736,0.1420631615111103,-0.38584411672216956,-0.07885769093656958,-1.6995672507795123,-0.2370596082063437,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
TK-000056,0.9122248853526816,1.7852512202774862,-0.7628297558490323,1.6868045955633517,0.3508930136631898,0.03957792228793852,-1.0772004876151597,-0.38584411672216956,-0.4422220102431789,0.5883850724596785,0.9141809010919673,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
TK-000057,1.9717195257158426,1.245553054528035,1.9985449259574197,-1.59877835241542,-0.6111166194092976,-1.4032962267191131,-0.6604924332865947,3.804318236821753,0.2449108411194854,0.5883850724596785,-0.2370596082063437,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TK-000058,0.9122248853526816,2.3860892688574995,0.6178575850541936,0.6600599243199855,0.3508930136631898,0.3276640233051202,0.643377305889215,-0.38584411672216956,0.5195483177031752,-1.6995672507795123,-0.2370596082063437,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TK-000059,-0.1472697550104794,0.19339005723519906,0.6178575850541936,-0.5720336811720539,0.3508930136631898,-0.21342407399797048,-0.1881159512251809,-0.38584411672216956,0.06744063342930662,0.5883850724596785,0.9141809010919673,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TK-000060,0.9122248853526816,-0.1369509809188924,1.9985449259574197,-1.59877835241542,0.3508930136631898,-1.188848505387443,0.2894771162874814,-0.38584411672216956,1.8147891502158304,-1.6995672507795123,-0.2370596082063437,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TK-000061,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,1.4814556613146783,1.312902646735677,2.0219384609265987,-0.3063802090125695,-0.38584411672216956,-0.381513964899265,0.5883850724596785,-0.2370596082063437,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
TK-000062,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,0.8654088585686587,-0.6111166194092976,0.7823712948309898,-0.30156147781934506,-0.38584411672216956,-0.8698632310769447,0.5883850724596785,-0.2370596082063437,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TK-000063,0.9122248853526816,-0.1369509809188924,-0.7628297558490323,-0.36668474692338066,0.3508930136631898,-0.8318375962383106,0.6252627932152337,-0.38584411672216956,0.28655093344122173,-1.6995672507795123,-0.2370596082063437,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TK-000064,1.9717195257158426,-0.1369509809188924,0.6178575850541936,-1.1880804839180736,-0.6111166194092976,-1.7551869481284486,0.12029634837620935,-0.38584411672216956,-0.4938186602335545,-1.6995672507795123,-0.2370596082063437,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TK-000065,-1.2067643953736404,0.4496224730068912,1.9985449259574197,-0.7773826154207271,0.3508930136631898,1.2630346417733878,-0.22154935561038006,-0.38584411672216956,0.19832323513493688,0.5883850724596785,0.9141809010919673,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TK-000066,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,1.892153529812025,-0.6111166194092976,1.3719285402120316,-0.7621023582695766,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,-0.2370596082063437,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TK-000067,-0.1472697550104794,-0.6025405242859445,-0.7628297558490323,-1.1880804839180736,0.3508930136631898,-0.3743298404993019,-1.4507162175821675,-0.38584411672216956,-0.8151949609316439,0.5883850724596785,2.0654214103902784,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TK-000068,-1.2067643953736404,-0.6025405242859445,-0.7628297558490323,-0.9827315496694004,-0.6111166194092976,1.4192334427439735,-1.1200903048383821,-0.38584411672216956,-1.1900393283148274,0.5883850724596785,2.0654214103902784,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TK-000069,-1.2067643953736404,-0.1369509809188924,-0.7628297558490323,-0.9827315496694004,-0.6111166194092976,0.7684850897134509,-0.27781230385524464,-0.38584411672216956,-1.1726837759050597,0.5883850724596785,0.9141809010919673,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TK-000070,-1.2067643953736404,-0.6025405242859445,0.6178575850541936,-0.16133581267470742,-0.6111166194092976,2.0307840312867738,-0.996605520097651,-0.38584411672216956,-0.8151949609316439,0.5883850724596785,-0.2370596082063437,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
